date,device,cost,rfi_revenue,clicks,conversions,impressions
20150101,COMPUTER,174965.6294,508440.0595,156119,672888.1894,256562879
20150107,ANDROID_TABLET,6828.145522,21025.46414,46461,10326.7075,7779846
20150122,IPOD,238.6814851,1627.642371,3187,131.116,655490
20150206,IPOD,347.2830501,2390.516429,4357,468.296,1037239
20150403,TABLET,0.001765948,0.04059,0,0,16
20150416,WINDOWS_MOBILE,2720.106742,11104.27374,13279,192212.61,2114994
20150422,UNKNOWN,16.39390878,43.37865113,183,18,20053
20150506,UNKNOWN,30.67660348,35.04778304,62,46.002,14927
20150218,GOOGLE_TV,5.783767267,17.7956806,5,15,7610
20150218,PALM,13.90028945,31.14012591,59,102,13301
20150419,GOOGLE_GLASS,0.049718297,0.14818,1,0,64
20150428,KINDLE,997.1557976,3388.745743,2648,29279.249,1254954
20150120,PSP,2.711654883,15.79251793,11,0,8366
20150131,TABLET,0.557057042,2.79875,7,9,957
20150201,XBOX,36.20252379,240.4397136,42,8,99379
20150204,PSP,3.72170148,21.29247826,11,2,11268
20150215,TABLET,0.149898535,1.143798908,4,0,436
20150228,WINDOWS_MOBILE,3867.690315,11852.58827,3308,147444.01,2459639
20150318,UNKNOWN,4.555221422,19.75688424,92,2,9106
20150411,GOOGLE_TV,4.95803052,23.2038412,4,5,8618
20150411,PALM,10.67062883,33.41391618,9,44,10669
20150112,ANDROID_TABLET,7309.049913,23991.79186,96365,15537.783,9231027
20150211,IPOD,297.4398541,2858.730282,3491,429.267,1061560
20150421,WINDOWS_MOBILE,1504.775217,5819.686585,7027,73036.5656,1547282
20150505,WINDOWS_MOBILE,1318.403831,5377.334699,27296,31849.767,1734039
20150104,MOBILE,106.30482,353.5521792,459,29.106,173670
20150223,GOOGLE_TV,5.634770791,23.40312262,3,20,10166
20150223,PALM,17.34870406,34.62563622,43,171,14572
20150307,GOOGLE_TV,7.558096234,28.123775,4,14,10864
20150307,PALM,24.29322415,59.88421781,179,54.01,24817
20150327,NOOK,156.5204246,468.7069226,436,365.85,181391
20150416,WII,0,0,0,0,1
20150424,GOOGLE_GLASS,0.022810268,0.11351,0,0,62
20150508,GOOGLE_GLASS,0.010544135,0.0845393,0,0,38
20150107,IPOD,178.5101771,1316.903247,1757,63.202,534361
20150220,TABLET,0.018936386,0.057377386,0,0,22
20150304,TABLET,0.004108523,0.043981905,0,0,23
20150317,WINDOWS_MOBILE,3372.238666,14806.37918,3330,227549.21,3267997
20150323,UNKNOWN,4.640715741,19.03006077,117,1,10244
20150407,UNKNOWN,13.63723532,61.82587255,131,95.5,28403
20150428,ANDROID_MOBILE,23654.23535,109197.0501,122026,231617.5731,49423416
20150429,COMPUTER,298691.6076,790532.8394,145163,2252747.604,328986221
20150119,GOOGLE_TV,5.33430201,16.72335983,5,6,7131
20150119,PALM,18.67108466,35.09406757,55,10,14581
20150201,ANDROID_TABLET,7989.123654,29404.67889,75389,20599.98514,11858849
20150329,KINDLE,958.7547819,4313.990061,6641,10177.33808,1619752
20150510,WINDOWS_MOBILE,924.7959596,3999.001551,14646,14467.031,1263499
20150101,NULL,30.8489577,155.8705445,685,6.101,65022
20150102,XBOX,9.941148648,71.44313414,10,0,35510
20150105,PSP,5.697668175,24.04037337,18,0,10524
20150116,TABLET,0.047551644,0.06117365,0,0,26
20150129,WINDOWS_MOBILE,3663.420474,14116.99667,3119,161859.46,2611222
20150219,UNKNOWN,66.19839726,91.73525362,608,18.013,23379
20150312,GOOGLE_TV,6.340266444,22.96500329,4,21.001,8869
20150312,PALM,22.11447609,47.8139073,128,24.011,19660
20150416,NOOK,154.8727809,520.5451876,259,1578.4,196834
20150419,IPHONE,11758.4091,138909.5477,73317,22837.47559,59207029
20150505,WII,0,NULL,0,0,2
20150112,IPOD,240.9067369,1728.251218,3098,132.001,659965
20150322,WINDOWS_MOBILE,2889.006028,13131.8948,4393,179178.42,2304409
20150406,WINDOWS_MOBILE,2111.91773,6206.261908,6374,83432.613,1452793
20150412,UNKNOWN,14.71725807,41.01870538,172,54,19227
20150124,GOOGLE_TV,8.091820571,25.48600077,10,22,9827
20150124,PALM,34.01703781,38.7716454,35,21,13483
20150208,GOOGLE_TV,10.27861826,28.69803,4,28.001,11865
20150208,PALM,25.8253216,39.07118638,41,4,15844
20150228,NOOK,214.2538113,518.9163326,590,538.85,201918
20150325,GOOGLE_GLASS,0.024664464,0.062707396,4,0,41
20150409,GOOGLE_GLASS,0.018759666,0.0836,0,0,32
20150418,KINDLE,1385.149226,5635.784723,3926,102619.415,1933769
20150110,PSP,4.262730432,37.79797452,15,3.2,19718
20150121,TABLET,0.090574089,0.30569335,0,0,112
20150205,TABLET,0.159569684,0.553110175,1,0,212
20150218,WINDOWS_MOBILE,3143.794294,10789.96643,7939,137895.498,2556707
20150224,UNKNOWN,55.11997136,114.7883681,777,37.251,28369
20150308,UNKNOWN,27.19533768,52.91850758,406,5,18651
20150329,ANDROID_MOBILE,18277.58904,102485.3527,80893,121135.2431,44258620
20150401,GOOGLE_TV,3.920826661,17.07864087,4,47,5962
20150401,PALM,12.78438878,32.55020691,19,24,12235
20150421,NOOK,136.2182238,470.3477069,283,2330,179056
20150424,IPHONE,12207.90555,156692.0841,85339,19015.21057,69245195
20150505,NOOK,104.8072852,474.6887971,215,1435.25,187228
20150508,IPHONE,12623.44684,150372.8104,88885,26115.6932,66211897
20150102,ANDROID_TABLET,4664.397772,17397.02602,55127,3879.001,7477551
20150201,IPOD,406.2110073,2122.175117,4513,2303.459,788941
20150411,WINDOWS_MOBILE,1557.936141,8346.250327,11971,22775.56202,1952403
20150501,UNKNOWN,24.93342256,56.05048806,177,200.05,16268
20150213,GOOGLE_TV,8.245727097,25.96944568,5,48,11049
20150213,PALM,18.10640539,32.05593546,28,89,12730
20150317,NOOK,211.4171446,559.7107758,490,998.061,215554
20150330,GOOGLE_GLASS,0.010876026,0.064660787,0,0,42
20150406,WII,0,0,0,0,1
20150414,GOOGLE_GLASS,0.010152401,0.05066,0,0,33
20150423,KINDLE,1283.740858,4539.351228,3314,78171.76904,1548932
20150429,NULL,1.871035614,17.27487873,19,2,6133
20150507,KINDLE,1179.728071,4082.329123,4690,24911.457,1512294
20150210,TABLET,0.117575064,0.730239502,1,0,248
20150223,WINDOWS_MOBILE,3344.360849,11356.90716,5596,247610.036,2714166
20150307,WINDOWS_MOBILE,4781.422069,12006.81769,3328,161559.63,2542319
20150313,UNKNOWN,12.79788044,24.32889061,283,5,11685
20150418,ANDROID_MOBILE,22381.575,111316.5992,100672,397561.2334,48113483
20150419,COMPUTER,251976.6331,751348.2794,144317,2475632.333,302259845
20150426,BLACKBERRY,148.4193792,1340.022904,3509,397.41,703181
20150510,NOOK,77.01345634,305.9540373,141,1730,109442
20150109,GOOGLE_TV,13.34796646,25.55038208,6,3,10286
20150109,PALM,17.03221674,27.47216701,51,10,9885
20150129,NOOK,266.1646682,503.4486876,1182,3556.55,189378
20150226,GOOGLE_GLASS,0.025846668,0.05699,0,0,43
20150319,KINDLE,1174.328715,4111.731873,3032,10805.101,1537779
20150106,TABLET,0.00118289,0.00756,0,0,3
20150119,WINDOWS_MOBILE,2527.270392,7322.548956,3980,49052.148,1755769
20150125,UNKNOWN,592.0114994,410.4133438,2663,35.128,80889
20150209,UNKNOWN,62.50729103,132.9777809,901,312.005,30616
20150302,GOOGLE_TV,7.214116452,20.97222232,5,3,7407
20150302,PALM,24.91791624,110.9809965,146,31.5,47256
20150322,NOOK,228.6966909,756.5536234,545,717,278062
20150325,IPHONE,13399.02198,160540.2883,83495,77272.20453,66916955
20150406,NOOK,156.3282779,406.4564765,282,1430.551,155130
20150409,IPHONE,12851.07582,155190.1584,61560,66026.73251,61115655
20150411,WII,0.000178201,0.00238,0,0,2
20150426,BLACKBERRY_TABLET,38.49367666,121.5679521,277,43.001,55093
20150427,IPAD,11504.78316,81793.13221,46589,28203.73613,36260211
20150503,GOOGLE_GLASS,0.031950079,0.19998,1,0,96
20150102,IPOD,159.83633,1171.704216,3117,79.751,515966
20150312,WINDOWS_MOBILE,2593.923953,8439.288129,2967,134620.649,2016587
20150402,UNKNOWN,6.637604996,21.49943289,67,33.1,12572
20150423,ANDROID_MOBILE,25082.38772,121704.5089,103054,297907.8662,55669690
20150424,COMPUTER,268010.276,790398.4753,149615,3155761.771,314009939
20150507,ANDROID_MOBILE,28013.10343,116783.4549,151448,379851.0051,55012513
20150508,COMPUTER,299818.9056,912834.2101,165649,2464667.63,351410679
20150114,GOOGLE_TV,4.265244611,11.90162802,2,3,5099
20150114,PALM,24.00784418,34.29450737,37,16,11665
20150218,NOOK,215.2120947,641.9497169,670,918.29,257267
20150307,WII,0.000502972,0.0025,0,0,2
20150315,GOOGLE_GLASS,0.005391166,0.060724,0,0,27
20150324,KINDLE,1165.543621,5043.779289,6253,6830.224,1937279
20150408,KINDLE,1365.422976,4478.420744,4813,30240.187,1539793
20150111,TABLET,0.008381115,0.02134005,0,0,10
20150124,WINDOWS_MOBILE,4240.938367,13071.61684,3853,102861.771,2642664
20150130,UNKNOWN,174.8673599,181.6541365,1008,50.054,76624
20150208,WINDOWS_MOBILE,3371.27798,10943.87289,3028,83843.135,2516193
20150214,UNKNOWN,22.52751226,46.17489859,199,33.04,17643
20150319,ANDROID_MOBILE,24940.48192,117824.2092,91255,78717.44355,51389491
20150327,BLACKBERRY,211.0146164,1251.975777,1278,527.024,574568
20150330,IPHONE,8971.358891,116701.9647,63956,23921.10305,49474986
20150411,NOOK,122.0327017,448.6115825,501,248.112,171413
20150414,IPHONE,14558.11288,162206.0015,72429,78569.85401,70966128
20150119,WII,5.12E-05,0.00285,0,0,1
20150127,GOOGLE_GLASS,0.019880849,0.03757,0,0,23
20150401,WINDOWS_MOBILE,2600.981708,8316.256584,9767,79897.621,1575850
20150203,GOOGLE_TV,12.92841155,28.81182464,8,22,11233
20150203,PALM,18.86984008,32.0081318,44,87,13378
20150223,NOOK,193.1866569,618.5839061,915,706.75001,235467
20150226,IPHONE,9719.191987,76943.91137,55444,14576.35776,34716364
20150307,NOOK,252.9928243,791.2220659,566,1334.75,304508
20150320,GOOGLE_GLASS,0.005384196,0.05309,0,0,32
20150327,BLACKBERRY_TABLET,83.4531389,148.8098924,270,136,56490
20150328,IPAD,12140.88139,67310.5688,40342,29506.49244,28533991
20150404,GOOGLE_GLASS,0.005408706,0.028174275,0,0,15
20150413,KINDLE,1125.571279,3607.649229,3607,29064.62324,1352921
20150419,NULL,1.132878661,15.6728761,15,0.1,4777
20150427,MOBILE,242.3784287,1728.158267,3332,1044.904,894969
20150213,WINDOWS_MOBILE,7392.911562,14704.64756,4356,143634.413,3686909
20150303,UNKNOWN,58.47207279,63.51774698,809,12,23095
20150324,ANDROID_MOBILE,22855.71876,116577.3957,96370,155709.6536,51008575
20150325,COMPUTER,340880.2232,849298.6605,153441,1720066.299,379114369
20150408,ANDROID_MOBILE,30510.44999,124795.1843,114967,442768.0346,50568829
20150409,COMPUTER,305085.5234,872832.7534,121996,2011004.383,324866310
20150416,BLACKBERRY,214.5958977,1939.57195,1863,554.2,972854
20150503,IPHONE,14370.52003,153556.4273,114473,23226.85122,69937085
20150119,NOOK,211.1145152,530.9089377,917,160.25,192322
20150124,WII,0,0,0,0,1
20150216,GOOGLE_GLASS,0.04488706,0.06852,0,0,30
20150225,KINDLE,1066.963316,3267.428461,2585,15624.08001,1224655
20150309,KINDLE,1243.879279,3955.230993,2849,15473.218,1399219
20150109,WINDOWS_MOBILE,1771.765784,4680.694614,2663,27886.185,1287598
20150115,UNKNOWN,130.1193899,228.2786109,1760,58,36163
20150228,BLACKBERRY,189.1900551,1209.482814,1579,1054.253,553868
20150312,NOOK,190.5915081,470.3815634,455,498.626,218482
20150315,IPHONE,11770.95727,145088.8052,83850,15400.6535,61980396
20150401,WII,0.001414609,0.01725,0,0,16
20150416,BLACKBERRY_TABLET,55.00202154,170.2354164,300,178,67791
20150417,IPAD,11557.40968,70418.13399,45345,28981.32626,34906754
20150424,NULL,0.652251381,7.228043791,13,0,2845
20150425,XBOX,71.42910144,361.8632899,17,20,145670
20150428,PSP,11.84151453,89.20627401,55,23,40150
20150502,KINDLE,1080.744894,3821.023654,2622,19828.19711,1510757
20150508,NULL,2.361748569,17.66586571,58,6,6928
20150509,XBOX,95.29316649,552.6928126,25,70,203559
20150302,WINDOWS_MOBILE,3337.181475,11487.18085,2938,569589.269,2208573
20150330,COMPUTER,372417.7878,806293.1764,139394,1867286.162,362196585
20150413,ANDROID_MOBILE,20387.72326,116670.5558,92091,411059.6726,50453971
20150414,COMPUTER,352380.2616,958275.2374,142627,2602454.04,368572745
20150421,BLACKBERRY,239.0965463,1802.285654,5843,184.42,942577
20150505,BLACKBERRY,217.8207608,1755.444484,5071,227.63,885083
20150104,GOOGLE_TV,3.024323014,12.55822885,7,0,5903
20150104,PALM,9.923792997,16.27030221,26,9,6968
20150124,NOOK,293.9299726,915.548697,2089,387.53,389847
20150127,IPHONE,11221.51391,62434.34241,77803,8473.42856,27519510
20150208,NOOK,330.2106328,1045.335101,2024,488.5,434749
20150213,WII,2.00E-05,0.00295,0,0,2
20150221,GOOGLE_GLASS,0.023277336,0.04581,0,0,20
20150228,BLACKBERRY_TABLET,80.63912856,175.3252032,374,127,67211
20150305,GOOGLE_GLASS,0.028601026,0.07952628,0,0,37
20150314,KINDLE,1091.637923,4576.808543,3919,14848.246,1492482
20150328,MOBILE,330.8448707,1733.58256,2621,461.21,769803
20150101,TABLET,0.000506918,0.01345381,0,0,8
20150114,WINDOWS_MOBILE,4049.882725,5666.435856,3679,37492.508,2290647
20150120,UNKNOWN,135.1150436,281.0317898,1869,42.521,60831
20150204,UNKNOWN,40.07324353,78.33343243,387,128.057,37464
20150225,ANDROID_MOBILE,25190.98417,91479.37984,81885,176529.798,37759465
20150226,COMPUTER,313869.7858,723676.9788,134628,2032932.046,329221509
20150309,ANDROID_MOBILE,23332.18902,106705.8489,87465,150004.7903,46863584
20150317,BLACKBERRY,203.2866808,1836.623469,12495,407.057,817087
20150320,IPHONE,13628.77593,174587.2859,69733,11642.65401,74555813
20150401,NOOK,104.6901429,427.8986147,267,872.45,154432
20150404,IPHONE,11476.04583,121831.934,65067,76313.71908,50529267
20150421,BLACKBERRY_TABLET,75.65484082,406.7384163,232,19.101,195227
20150422,IPAD,11147.06717,74884.97008,36417,19075.92577,34320392
20150430,XBOX,39.55073469,235.6512623,9,104.2,102466
20150505,BLACKBERRY_TABLET,75.32863923,150.9462393,220,73.011,65157
20150506,IPAD,9160.570002,79742.78389,55069,20886.91651,35624069
20150109,WII,1.02E-05,0,0,0,3
20150117,GOOGLE_GLASS,0.016686195,0.05223,0,0,17
20150126,KINDLE,1371.866624,3059.412158,2569,6808.294,1118267
20150425,ANDROID_TABLET,4978.961179,19160.64124,26242,59691.30615,9062253
20150502,ANDROID_MOBILE,24866.06989,114057.4507,137734,469459.1735,52588214
20150503,COMPUTER,216327.1843,677261.1718,123677,2169428.667,260419753
20150509,ANDROID_TABLET,5567.643065,19442.92927,28745,78324.37952,8800265
20150510,BLACKBERRY,149.928654,1184.023815,985,118.25,671618
20150129,BLACKBERRY,210.2595105,745.1544018,910,2410.51101,352182
20150213,NOOK,259.3066877,745.8217029,1076,616.77,293568
20150216,IPHONE,9474.141945,96282.77299,88967,18223.88107,42980061
20150310,GOOGLE_GLASS,0.016500233,0.13114,0,0,54
20150317,BLACKBERRY_TABLET,101.0602468,203.1915057,367,99.01,77779
20150318,IPAD,13671.07585,84704.44815,45205,29741.70606,35012773
20150325,NULL,3.084141378,23.32197681,30,0,10165
20150326,XBOX,37.14547943,189.6103148,37,10.01,79972
20150329,PSP,8.395736833,43.79165912,34,86,24836
20150403,KINDLE,1144.208382,4184.602923,4424,20617.93102,1546680
20150409,NULL,12.93169196,54.09785477,43,1,14971
20150417,MOBILE,272.6732334,1781.006539,2873,648.252,870384
20150203,WINDOWS_MOBILE,2187.671075,7003.217057,2605,44011.275,1859857
20150314,ANDROID_MOBILE,21292.99959,110913.9071,78416,118724.7141,47556187
20150315,COMPUTER,245395.5389,725886.9351,140131,1753478.404,326426551
20150322,BLACKBERRY,170.2758226,1406.977651,1149,408,614279
20150406,BLACKBERRY,160.7502975,1368.085988,1421,152.81,684210
20150510,BLACKBERRY_TABLET,28.77354544,110.9963728,132,85,60236
20150109,NOOK,324.3886837,585.5196483,550,110,197488
20150114,WII,0,0,0,0,1
20150122,GOOGLE_GLASS,0.005311622,0.025870288,0,0,13
20150129,BLACKBERRY_TABLET,81.33689425,132.1600166,158,407.001,60581
20150131,KINDLE,1880.346092,3800.116783,3871,51742.05,1199746
20150206,GOOGLE_GLASS,0.036935402,0.07933,0,0,43
20150215,KINDLE,1428.729174,4056.522853,3153,14633.04401,1534271
20150430,ANDROID_TABLET,4840.992961,21379.3627,29915,38417.98435,9685465
20150105,UNKNOWN,78.20359583,90.65266029,903,23,14853
20150126,ANDROID_MOBILE,28314.54823,93811.35758,114464,105735.6145,37031170
20150127,COMPUTER,396608.1115,926389.976,596917,2038813.012,427727221
20150218,BLACKBERRY,241.7515835,1641.971272,1054,1086.509,683184
20150221,IPHONE,9909.226781,77824.53831,54462,16683.02391,35816217
20150302,NOOK,202.0607813,609.4483332,761,1327.1,228341
20150305,IPHONE,11238.59091,100653.896,77083,19923.94416,43836196
20150322,BLACKBERRY_TABLET,85.80367638,188.6300299,344,60,80526
20150323,IPAD,12065.57574,80156.20433,39805,14424.69028,35016175
20150330,NULL,1.404042289,8.546772195,10,1,3561
20150331,XBOX,47.0809965,203.1918486,23,6.02,97588
20150406,BLACKBERRY_TABLET,43.36831476,142.5223406,240,45,52490
20150407,IPAD,12046.23746,61263.9305,50942,27674.79218,25707585
20150414,NULL,4.945733746,82.56814288,1490,1,21025
20150415,XBOX,28.53680843,175.2574356,13,5,73981
20150418,PSP,9.778260781,67.53480177,36,22,32690
20150422,MOBILE,316.4142053,1967.985638,3607,983.46,977237
20150429,TABLET,0.001151831,0.03700292,0,0,17
20150506,MOBILE,411.6725602,1987.210183,4170,1113.00301,1002561
20150320,COMPUTER,288907.7444,821390.8214,125209,1707310.802,366031533
20150326,ANDROID_TABLET,4845.120737,18440.6926,20775,17953.86501,7797375
20150403,ANDROID_MOBILE,22537.1385,102484.5801,81710,308216.9722,42218807
20150404,COMPUTER,229941.5581,705177.8043,109348,2264843.1,266500249
20150411,BLACKBERRY,210.7351732,1566.851369,2957,118,750770
20150425,IPOD,264.1743041,4943.721595,2330,513.701,1969682
20150509,IPOD,214.4221924,4357.695178,2696,4995,1755010
20150114,NOOK,280.7220117,529.5041541,653,104.55,172848
20150117,IPHONE,9363.125711,57322.04409,71814,5115.744,26983717
20150203,WII,0,0,0,0,9
20150211,GOOGLE_GLASS,0.048353388,0.075,0,0,37
20150218,BLACKBERRY_TABLET,88.97907902,404.7402023,309,120.009,175657
20150219,IPAD,13466.88299,69796.30173,41216,31222.25182,28375059
20150220,KINDLE,1185.91247,3778.202975,2524,15167.76703,1438936
20150226,NULL,2.054205414,5.070503466,4,0,3139
20150227,XBOX,24.02785412,132.4026136,11,19,56801
20150304,KINDLE,1254.8215,4040.638565,2706,19937.41204,1388117
20150318,MOBILE,249.1415385,1246.479386,1640,724.981,533254
20150104,WINDOWS_MOBILE,1063.948196,2761.581549,2381,7152.36,1105308
20150110,UNKNOWN,88.3592063,129.9204441,849,39.1,20653
20150131,ANDROID_MOBILE,46789.6938,114113.7827,130646,887693.2393,39453087
20150215,ANDROID_MOBILE,25086.36122,107589.5521,116896,208551.3946,44633679
20150216,COMPUTER,325303.8485,788331.5679,160436,2113636.788,369225793
20150223,BLACKBERRY,235.2823538,1066.87916,1664,1371.72,473042
20150307,BLACKBERRY,211.1778109,1774.971176,870,267.27,723892
20150310,IPHONE,11883.69643,126430.1122,82022,12306.25406,54086582
20150411,BLACKBERRY_TABLET,44.43636314,155.3889407,208,13,55780
20150412,IPAD,9829.582843,73710.99516,48463,20858.7274,32773752
20150420,XBOX,33.0560093,230.0877502,15,29,89727
20150423,PSP,10.37637294,74.22851712,30,71,32935
20150503,NULL,2.96007651,13.34017954,28,0,5826
20150504,XBOX,74.44138949,368.6311625,15,17,153072
20150507,PSP,14.87917515,140.8840124,37,146,62546
20150107,GOOGLE_GLASS,0.011397618,0.04409,0,0,20
20150116,KINDLE,1239.261724,3290.170747,2822,8770.157,1186925
20150331,ANDROID_TABLET,5289.587654,17773.08166,21403,19414.31802,7498186
20150415,ANDROID_TABLET,5732.766511,21591.84633,37707,47381.42224,9405753
20150430,IPOD,242.5154383,4384.695486,2112,666.2,1720385
20150119,BLACKBERRY,166.1274855,630.4953432,837,170.001,302521
20150122,IPHONE,9402.837187,60248.07698,80111,9017.48,28195470
20150203,NOOK,175.2693842,619.6491435,1014,797.3,248015
20150206,IPHONE,10824.66002,96528.78118,73853,11999.88305,41814349
20150223,BLACKBERRY_TABLET,66.44587267,128.9861693,212,60,53794
20150224,IPAD,12892.16736,65765.53796,46797,24356.78299,28219663
20150307,BLACKBERRY_TABLET,113.7493875,196.7736512,390,113.1,87753
20150308,IPAD,13938.89704,70738.47904,40221,35589.72536,28691213
20150315,NULL,1.197754205,10.07617261,9,0,5505
20150316,XBOX,32.80642139,240.6860656,44,54,105554
20150319,PSP,6.000589776,45.32591141,39,58,19936
20150323,MOBILE,273.820361,1414.43322,1933,411.034,610350
20150407,MOBILE,293.3658739,1603.193536,2632,633.432,730351
20150220,ANDROID_MOBILE,23981.67356,100223.0974,97502,172463.2221,41213254
20150221,COMPUTER,309415.9154,689029.024,145757,2230530.668,315769358
20150227,ANDROID_TABLET,5161.097515,18023.43188,28240,23621.99603,7763078
20150304,ANDROID_MOBILE,23066.87069,97343.65198,96682,243850.2829,41443816
20150305,COMPUTER,339081.1915,827272.0739,163648,1553594.903,370275148
20150312,BLACKBERRY,166.7176367,1342.258938,1138,221.531,587341
20150326,IPOD,497.216484,4620.011024,2822,35190.5,1594537
20150501,IPAD,10975.4953,82582.23842,48327,20797.83315,37198613
20150112,GOOGLE_GLASS,0.123445133,0.122510025,0,0,51
20150119,BLACKBERRY_TABLET,59.63346521,126.9777783,207,30.1,50126
20150121,KINDLE,1227.590128,3141.767706,2442,13920.669,1078526
20150127,NULL,30.5537772,192.5977832,523,5.001,78822
20150128,XBOX,29.45802255,218.336929,35,4,85315
20150205,KINDLE,1411.031207,3753.327621,3281,14558.252,1424908
20150219,MOBILE,265.6836696,899.3814838,1833,358.623,414876
20150420,ANDROID_TABLET,5542.554394,20467.49622,21713,55455.60801,9085208
20150504,ANDROID_TABLET,5480.378654,23813.97495,33161,44654.83301,10365946
20150116,ANDROID_MOBILE,23309.0331,81714.91053,105351,56360.5345,33098262
20150117,COMPUTER,278701.6404,749504.2735,236041,1144735.642,370290849
20150124,BLACKBERRY,182.3066264,680.9350384,999,167.02,325404
20150208,BLACKBERRY,199.025958,956.0928236,1251,456.251,406645
20150211,IPHONE,12215.88866,108068.022,91430,18918.59104,47006396
20150312,BLACKBERRY_TABLET,64.31891154,166.7250224,277,59.006,70478
20150313,IPAD,12631.47644,71393.27551,40465,24030.42103,29345800
20150320,NULL,1.804032235,8.9446962,3,0,4602
20150321,XBOX,59.30155669,250.2987926,26,7,103667
20150324,PSP,6.530495253,39.19855579,24,62,19094
20150404,NULL,4.904139225,20.23514904,18,0,5070
20150405,XBOX,32.01374597,201.7034318,28,3.03,84989
20150408,PSP,6.954357694,48.77710878,27,80.001,20865
20150412,MOBILE,243.5016363,1565.250192,2836,173.86,771409
20150419,TABLET,0.000921647,0.01658,0,0,12
20150310,COMPUTER,330252.1949,893270.8622,147766,1946405.131,396534759
20150316,ANDROID_TABLET,5342.013932,23395.70794,31939,34125.61705,10157428
20150331,IPOD,291.0011722,3156.378473,2639,5331.287,1224081
20150401,BLACKBERRY,145.2949796,1188.090791,1378,477.352,563299
20150415,IPOD,286.7470833,3817.799924,2195,7233.35,1481825
20150104,NOOK,116.9462791,373.686764,773,75.501,143252
20150107,IPHONE,7680.982811,60656.12051,68846,7258.184,28694262
20150124,BLACKBERRY_TABLET,55.89770759,133.3550557,209,70.001,50722
20150125,IPAD,15671.77437,49435.31729,48224,16933.1925,21696341
20150201,GOOGLE_GLASS,0.140176239,0.10753,0,0,27
20150208,BLACKBERRY_TABLET,104.7907128,350.2696077,292,170,135148
20150209,IPAD,12336.61458,60121.19596,43667,25259.98909,25188515
20150210,KINDLE,1382.353325,3812.588224,2608,17681.219,1433932
20150216,NULL,5.676823466,14.62738498,14,0,9670
20150217,XBOX,28.05058073,177.6804693,18,6,80427
20150224,MOBILE,274.3456751,883.3098658,1022,297.05601,415349
20150308,MOBILE,270.8143403,1141.912076,1799,501.73101,494922
20150427,GOOGLE_TV,5.671678192,23.50743498,3,18,8405
20150427,PALM,5.432005696,30.86794941,16,31,10885
20150121,ANDROID_MOBILE,26852.15746,95226.46446,123628,77116.2275,36404927
20150122,COMPUTER,337467.3143,850819.3609,200692,1530089.966,400471050
20150128,ANDROID_TABLET,7507.505337,33159.55543,62292,61885.27516,13386706
20150205,ANDROID_MOBILE,28973.31512,123621.921,107515,162999.5316,49434804
20150206,COMPUTER,354677.3195,840691.3026,142835,3503942.014,373973934
20150213,BLACKBERRY,260.9591192,1356.906465,1125,891.212,586716
20150227,IPOD,242.3816611,2037.784996,2349,259.569,831315
20150401,BLACKBERRY_TABLET,33.16587674,124.5730996,204,68,49506
20150402,IPAD,8693.712235,63044.62576,38737,26209.0303,26266543
20150410,XBOX,22.68234619,140.2956171,16,0,60467
20150413,PSP,5.175987618,42.40399243,23,45,18089
20150424,TABLET,0.001525313,0.03721,0,0,13
20150501,MOBILE,284.2051347,1789.785092,3361,1073.822,932960
20150508,TABLET,0.003047411,0.21069,0,0,77
20150106,KINDLE,937.3280568,2614.515708,2108,2378.382,983760
20150321,ANDROID_TABLET,5068.994268,21721.39807,31950,32473.357,9683331
20150405,ANDROID_TABLET,4040.274041,14159.39751,16309,27112.928,6247523
20150420,IPOD,341.4432603,4053.180072,2824,2079.001,1649871
20150504,IPOD,221.6939001,4765.517309,2278,7329.2,1861395
20150109,BLACKBERRY,118.7739342,617.5926782,828,143.85,305516
20150112,IPHONE,8833.806021,68950.43549,79691,6690.349,30651830
20150130,IPAD,12738.09577,38125.28349,45748,59780.24045,17463189
20150213,BLACKBERRY_TABLET,88.66107905,365.7985019,182,48,163347
20150214,IPAD,15033.42682,69034.25023,40031,23309.76933,28659314
20150221,NULL,2.696189876,6.00382353,10,0,3236
20150222,XBOX,42.37129046,197.633146,21,8,84184
20150225,PSP,4.24125471,24.59743012,9,7,12486
20150305,NULL,1.506445255,6.435123852,3,0,3460
20150306,XBOX,36.557692,180.2414598,11,7,74869
20150309,PSP,4.431718937,26.87988393,11,61,12707
20150313,MOBILE,230.184883,1402.685401,1808,608.581,591271
20150210,ANDROID_MOBILE,29852.94495,116793.7589,109018,284135.817,47850945
20150211,COMPUTER,424034.7766,957918.2454,163272,5537725.628,407645061
20150217,ANDROID_TABLET,6728.195982,26238.89654,55055,42447.65409,10351549
20150302,BLACKBERRY,174.6083763,1339.13997,2131,378.95101,562232
20150316,IPOD,285.3344596,4287.393867,2734,655.371,1649876
20150502,PSP,24.65354582,176.1027301,82,8,77171
20150102,GOOGLE_GLASS,0.000275818,0.01405,0,0,5
20150109,BLACKBERRY_TABLET,67.69395763,120.8041439,150,46,49954
20150111,KINDLE,1399.603107,3429.339745,3274,6185.445,1231530
20150117,NULL,32.92670902,2621.92717,646,5,52071
20150118,XBOX,22.88666857,119.6434785,16,1,52623
20150125,MOBILE,408.418739,1409.229211,4856,804.716,549674
20150209,MOBILE,311.4930413,1286.804271,3759,414.434,573136
