city,d_kings_landing,d_astapor,d_winterfell,trips_in_first_30_days,signup_date,!day of week,!day of week num,avg_rating_of_driver,avg_surge,last_trip_date,is_active,d_iphone,d_android,surge_pct,is_uber_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Astapor,0,1,0,3,1/16/2014,Thursday,5,5,2.08,2/14/2014,0,0,1,66.7,0,100,3.31,5
Winterfell,0,0,1,3,1/11/2014,Saturday,7,4.7,1,6/5/2014,1,1,0,0,0,66.7,6.7,4.8
Astapor,0,1,0,2,1/6/2014,Monday,2,5,1,1/9/2014,0,0,0,0,0,100,2.88,5
Astapor,0,1,0,2,1/10/2014,Friday,6,4.5,1,3/23/2014,0,0,1,0,0,66.7,2.44,5
Winterfell,0,0,1,0,1/29/2014,Wednesday,4,NaN,1,4/26/2014,0,1,0,0,0,100,26.75,5
King's Landing,1,0,0,4,1/20/2014,Monday,2,4.7,1.02,6/14/2014,1,1,0,6.3,1,87.5,18.38,4.8
Winterfell,0,0,1,2,1/8/2014,Wednesday,4,4,1,5/24/2014,0,0,1,0,0,100,3.74,5
Astapor,0,1,0,2,1/31/2014,Friday,6,5,1,6/17/2014,1,1,0,0,1,33.3,4.72,5
Winterfell,0,0,1,2,1/11/2014,Saturday,7,3,1,1/17/2014,0,1,0,0,1,50,3.03,5
Winterfell,0,0,1,0,1/17/2014,Friday,6,3,1,4/25/2014,0,0,1,0,0,100,0.82,5
Astapor,0,1,0,4,1/29/2014,Wednesday,4,4.3,1.18,6/25/2014,1,1,0,16.7,0,72.2,3.31,4.6
Winterfell,0,0,1,1,1/13/2014,Monday,2,NaN,1,6/21/2014,1,0,1,0,0,50,10.58,5
King's Landing,1,0,0,0,1/11/2014,Saturday,7,5,1,6/30/2014,1,1,0,0,1,0,2.73,5
King's Landing,1,0,0,0,1/25/2014,Saturday,7,4.5,1,4/25/2014,0,0,1,0,0,100,2.74,4.5
Astapor,0,1,0,1,1/13/2014,Monday,2,4.9,1,6/7/2014,1,0,0,0,1,81.3,4.23,4.9
Winterfell,0,0,1,1,1/8/2014,Wednesday,4,NaN,1.19,4/13/2014,0,0,1,25,0,25,6.61,5
King's Landing,1,0,0,0,1/25/2014,Saturday,7,5,1,3/29/2014,0,0,1,0,1,0,14.95,5
Astapor,0,1,0,2,1/24/2014,Friday,6,4,1.25,6/29/2014,1,1,0,20,1,40,5.09,5
Winterfell,0,0,1,0,1/20/2014,Monday,2,4.5,1,6/15/2014,1,1,0,0,1,0,3.94,4.8
Winterfell,0,0,1,3,1/19/2014,Sunday,1,2.3,1.21,3/16/2014,0,1,0,50,0,16.7,2.72,5
Astapor,0,1,0,1,1/14/2014,Tuesday,3,5,1,1/14/2014,0,1,0,0,0,100,15.07,5
Winterfell,0,0,1,1,1/5/2014,Sunday,1,NaN,1,1/5/2014,0,1,0,0,1,0,4.88,5
Winterfell,0,0,1,1,1/8/2014,Wednesday,4,1,1,3/28/2014,0,0,1,0,0,100,3.17,5
Astapor,0,1,0,1,1/30/2014,Thursday,5,5,1,2/11/2014,0,1,0,0,1,100,12.48,5
Winterfell,0,0,1,1,1/31/2014,Friday,6,5,1,2/1/2014,0,1,0,0,0,100,2.86,5
Winterfell,0,0,1,1,1/14/2014,Tuesday,3,4,1,2/9/2014,0,1,0,0,1,0,13.21,5
Winterfell,0,0,1,20,1/24/2014,Friday,6,5,1,6/28/2014,1,1,0,0,1,88.4,1.72,4.7
King's Landing,1,0,0,9,1/15/2014,Wednesday,4,5,1.12,6/30/2014,1,0,1,19.4,1,25.9,3.55,4.7
Astapor,0,1,0,1,1/30/2014,Thursday,5,5,1,3/23/2014,0,0,1,0,0,66.7,3.26,4.7
King's Landing,1,0,0,5,1/19/2014,Sunday,1,4.6,1,1/20/2014,0,1,0,0,0,100,3.77,5
King's Landing,1,0,0,1,1/11/2014,Saturday,7,4.5,1,2/23/2014,0,0,1,0,0,0,3.81,5
Astapor,0,1,0,0,1/30/2014,Thursday,5,4.5,1.5,4/6/2014,0,0,1,33.3,0,33.3,6.44,5
Winterfell,0,0,1,2,1/12/2014,Sunday,1,4.1,1,6/14/2014,1,1,0,0,1,45.5,5.32,4.9
Astapor,0,1,0,0,1/31/2014,Friday,6,5,1.17,5/31/2014,0,1,0,33.3,0,100,3.16,5
Winterfell,0,0,1,1,1/30/2014,Thursday,5,NaN,1,1/31/2014,0,1,0,0,1,100,24.98,5
Winterfell,0,0,1,1,1/4/2014,Saturday,7,NaN,1,1/8/2014,0,0,1,0,0,100,5.96,4
Winterfell,0,0,1,16,1/28/2014,Tuesday,3,4.7,1.01,6/24/2014,1,0,1,3.7,1,74.1,2.79,4.7
Astapor,0,1,0,3,1/14/2014,Tuesday,3,5,1,1/20/2014,0,1,0,0,0,66.7,11.73,4
King's Landing,1,0,0,1,1/25/2014,Saturday,7,NaN,1,1/29/2014,0,1,0,0,0,100,4.46,5
Astapor,0,1,0,1,1/27/2014,Monday,2,4,1,1/31/2014,0,1,0,0,0,100,2.73,3
Astapor,0,1,0,1,1/23/2014,Thursday,5,5,1,2/8/2014,0,0,1,0,0,0,3.52,5
Winterfell,0,0,1,3,1/10/2014,Friday,6,5,1,1/15/2014,0,1,0,0,0,66.7,18.91,5
Astapor,0,1,0,1,1/19/2014,Sunday,1,4.5,1,6/30/2014,1,1,0,0,1,100,5.64,5
King's Landing,1,0,0,0,1/6/2014,Monday,2,NaN,1,6/1/2014,1,0,1,0,0,0,13.1,5
King's Landing,1,0,0,1,1/25/2014,Saturday,7,NaN,1,2/3/2014,0,1,0,0,0,100,4.18,5
King's Landing,1,0,0,0,1/10/2014,Friday,6,NaN,1,4/1/2014,0,0,1,0,0,100,1.65,5
Astapor,0,1,0,1,1/18/2014,Saturday,7,4,1,5/29/2014,0,1,0,0,0,100,9.1,5
Astapor,0,1,0,1,1/10/2014,Friday,6,5,1,1/25/2014,0,0,1,0,0,0,39.39,5
Astapor,0,1,0,0,1/18/2014,Saturday,7,5,1,2/22/2014,0,0,1,0,0,100,5.85,5
Astapor,0,1,0,1,1/21/2014,Tuesday,3,NaN,1,2/4/2014,0,1,0,0,0,100,0,2
Winterfell,0,0,1,1,1/30/2014,Thursday,5,4.5,1,6/26/2014,1,1,0,0,0,100,2.89,4.7
Winterfell,0,0,1,0,1/19/2014,Sunday,1,NaN,1,6/22/2014,1,1,0,0,1,0,19.07,5
Winterfell,0,0,1,1,1/17/2014,Friday,6,NaN,1,1/19/2014,0,1,0,0,1,0,0.39,5
Winterfell,0,0,1,0,1/21/2014,Tuesday,3,5,1,5/17/2014,0,0,1,0,1,100,4.36,5
Astapor,0,1,0,0,1/4/2014,Saturday,7,5,1,2/14/2014,0,1,0,0,1,100,0.87,5
Winterfell,0,0,1,1,1/24/2014,Friday,6,NaN,1,2/13/2014,0,1,0,0,0,100,1.34,5
Astapor,0,1,0,2,1/22/2014,Wednesday,4,5,1,5/11/2014,0,1,0,0,0,66.7,9.78,4.7
King's Landing,1,0,0,2,1/2/2014,Thursday,5,5,1.16,6/8/2014,1,1,0,35,0,50,5.09,5
Astapor,0,1,0,5,1/16/2014,Thursday,5,3.9,1.08,6/22/2014,1,1,0,5.3,0,52.6,7.17,4.6
Winterfell,0,0,1,1,1/28/2014,Tuesday,3,5,1,1/29/2014,0,0,1,0,1,100,4.92,5
King's Landing,1,0,0,0,1/24/2014,Friday,6,4.5,1,6/28/2014,1,1,0,0,0,50,2.09,5
Astapor,0,1,0,5,1/27/2014,Monday,2,2.4,1,4/2/2014,0,1,0,0,0,85.7,5.45,4.3
King's Landing,1,0,0,0,1/30/2014,Thursday,5,5,1,4/28/2014,0,0,1,0,1,100,14.31,5
Astapor,0,1,0,1,1/20/2014,Monday,2,4.8,1,3/27/2014,0,1,0,0,0,50,7.5,4.8
Astapor,0,1,0,1,1/18/2014,Saturday,7,NaN,1.25,1/19/2014,0,1,0,100,0,0,3.12,5
Astapor,0,1,0,2,1/8/2014,Wednesday,4,4.3,1,3/1/2014,0,1,0,0,1,33.3,1.64,5
Winterfell,0,0,1,1,1/28/2014,Tuesday,3,NaN,1,2/10/2014,0,1,0,0,0,0,22.79,5
Astapor,0,1,0,0,1/18/2014,Saturday,7,5,1,5/24/2014,0,1,0,0,0,25,2.97,4.8
King's Landing,1,0,0,0,1/22/2014,Wednesday,4,5,1,6/15/2014,1,1,0,0,0,0,11.12,5
Astapor,0,1,0,0,1/31/2014,Friday,6,NaN,1,3/10/2014,0,1,0,0,1,100,1.22,5
Astapor,0,1,0,2,1/4/2014,Saturday,7,4.3,1.63,3/16/2014,0,1,0,50,0,0,2.8,4.7
King's Landing,1,0,0,0,1/30/2014,Thursday,5,5,1,6/28/2014,1,1,0,0,1,100,2.75,5
Winterfell,0,0,1,9,1/21/2014,Tuesday,3,4.8,1.03,6/28/2014,1,1,0,4.1,0,77.6,4.75,4.5
Winterfell,0,0,1,0,1/12/2014,Sunday,1,NaN,1,6/22/2014,1,1,0,0,1,0,4.69,5
Astapor,0,1,0,10,1/26/2014,Sunday,1,4.2,1,4/6/2014,0,1,0,0,1,53.8,4.74,4.2
King's Landing,1,0,0,6,1/24/2014,Friday,6,4.9,1.15,6/16/2014,1,1,0,17.6,0,76.5,4.27,5
Astapor,0,1,0,1,1/23/2014,Thursday,5,4.9,1,6/23/2014,1,0,1,0,0,88.9,3.19,4.6
Winterfell,0,0,1,4,1/27/2014,Monday,2,4.8,1,6/3/2014,1,1,0,0,0,60,2.35,5
King's Landing,1,0,0,1,1/22/2014,Wednesday,4,5,1,6/22/2014,1,1,0,0,1,33.3,6.25,4
Winterfell,0,0,1,0,1/12/2014,Sunday,1,4,1,4/5/2014,0,1,0,0,1,50,6.76,4.5
Winterfell,0,0,1,0,1/26/2014,Sunday,1,5,1,5/25/2014,0,0,1,0,0,50,8.56,5
King's Landing,1,0,0,18,1/1/2014,Wednesday,4,4.9,1.04,6/30/2014,1,1,0,10.1,1,84.8,5.24,4.9
Winterfell,0,0,1,5,1/31/2014,Friday,6,4.6,1.08,6/28/2014,1,1,0,11.1,1,44.4,2.13,4.2
Winterfell,0,0,1,2,1/18/2014,Saturday,7,4,1.13,2/8/2014,0,1,0,50,0,50,2.99,5
Astapor,0,1,0,3,1/23/2014,Thursday,5,5,1,1/24/2014,0,1,0,0,0,100,2.09,4.7
Winterfell,0,0,1,0,1/3/2014,Friday,6,3.6,1.11,6/23/2014,1,1,0,11.1,0,55.6,5.2,4.6
Winterfell,0,0,1,5,1/31/2014,Friday,6,4.2,1.01,6/18/2014,1,1,0,4.3,0,52.2,2.62,4.5
Winterfell,0,0,1,1,1/12/2014,Sunday,1,5,1.25,6/14/2014,1,1,0,20,1,20,5.2,4.4
Astapor,0,1,0,1,1/7/2014,Tuesday,3,NaN,1,1/8/2014,0,0,1,0,1,100,1.25,5
Astapor,0,1,0,14,1/10/2014,Friday,6,5,1.01,4/27/2014,0,0,1,1.4,1,76.8,3.11,4.6
Winterfell,0,0,1,0,1/15/2014,Wednesday,4,5,1,5/20/2014,0,0,1,0,1,100,8.21,5
Winterfell,0,0,1,0,1/20/2014,Monday,2,NaN,1,2/26/2014,0,0,1,0,0,100,14.11,5
Winterfell,0,0,1,1,1/19/2014,Sunday,1,NaN,1,1/20/2014,0,1,0,0,0,0,1.93,5
Astapor,0,1,0,0,1/11/2014,Saturday,7,5,1,5/15/2014,0,0,1,0,0,100,5.05,5
Astapor,0,1,0,1,1/25/2014,Saturday,7,NaN,1,1/25/2014,0,1,0,0,0,0,2.77,5
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,5,1,1/1/2014,0,0,1,0,0,100,7.53,5
Astapor,0,1,0,1,1/1/2014,Wednesday,4,5,1,6/15/2014,1,1,0,0,0,0,7.6,5
King's Landing,1,0,0,0,1/19/2014,Sunday,1,4.8,1,6/25/2014,1,0,0,0,1,100,13.48,5
Astapor,0,1,0,0,1/6/2014,Monday,2,3,1,3/5/2014,0,0,1,0,0,100,2.45,4
Winterfell,0,0,1,1,1/17/2014,Friday,6,3,1,4/26/2014,0,1,0,0,0,66.7,5.4,5
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,2.7,1,5/7/2014,0,0,1,0,0,66.7,2.11,4.2
Astapor,0,1,0,1,1/17/2014,Friday,6,5,1,2/7/2014,0,1,0,0,0,100,3.66,5
Winterfell,0,0,1,2,1/18/2014,Saturday,7,5,1,1/19/2014,0,1,0,0,0,0,1.44,5
King's Landing,1,0,0,1,1/4/2014,Saturday,7,4.6,1,6/23/2014,1,1,0,0,1,46.7,3.34,4.9
Winterfell,0,0,1,4,1/31/2014,Friday,6,5,1.65,3/22/2014,0,0,1,60,0,100,1.68,5
Winterfell,0,0,1,2,1/11/2014,Saturday,7,4.2,1.02,6/27/2014,1,1,0,10,0,80,4.26,4.9
Astapor,0,1,0,4,1/11/2014,Saturday,7,4.3,1.01,6/24/2014,1,1,0,2.9,1,64.7,1.86,4.7
Winterfell,0,0,1,3,1/22/2014,Wednesday,4,4.6,1,5/3/2014,0,0,0,0,0,75,2.19,4.9
Winterfell,0,0,1,2,1/21/2014,Tuesday,3,NaN,1,2/4/2014,0,1,0,0,0,100,2.99,3
Winterfell,0,0,1,3,1/25/2014,Saturday,7,5,1,6/14/2014,1,0,1,0,1,100,2.98,4.5
Astapor,0,1,0,2,1/29/2014,Wednesday,4,5,1.25,6/29/2014,1,0,1,38.5,0,38.5,3.59,4.8
King's Landing,1,0,0,1,1/16/2014,Thursday,5,5,1,1/16/2014,0,0,1,0,0,100,29.21,5
Astapor,0,1,0,2,1/4/2014,Saturday,7,3.7,1.04,6/1/2014,1,0,1,8.3,0,41.7,3.35,5
Astapor,0,1,0,0,1/11/2014,Saturday,7,5,1,6/13/2014,1,1,0,0,1,100,1.51,5
Winterfell,0,0,1,11,1/18/2014,Saturday,7,4.5,1.06,6/15/2014,1,1,0,7.3,1,36.6,2.88,4.7
Winterfell,0,0,1,2,1/11/2014,Saturday,7,4.8,1.56,3/2/2014,0,0,1,25,1,0,29.32,5
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,NaN,3.25,1/1/2014,0,0,1,100,0,100,11.48,5
Winterfell,0,0,1,1,1/6/2014,Monday,2,NaN,1,1/7/2014,0,0,1,0,1,100,17.7,5
Winterfell,0,0,1,2,1/26/2014,Sunday,1,2.1,1,6/27/2014,1,1,0,0,1,66.7,4.08,4.1
King's Landing,1,0,0,0,1/5/2014,Sunday,1,5,1.02,3/23/2014,0,1,0,10,0,90,5.18,5
Winterfell,0,0,1,1,1/29/2014,Wednesday,4,NaN,1,1/29/2014,0,1,0,0,0,100,11.26,5
Winterfell,0,0,1,0,1/8/2014,Wednesday,4,3.8,1,3/17/2014,0,1,0,0,0,20,3.19,4.6
Winterfell,0,0,1,8,1/28/2014,Tuesday,3,4.3,1.02,6/29/2014,1,0,0,4.8,0,59.5,4.56,4.9
Winterfell,0,0,1,20,1/6/2014,Monday,2,4.7,1,7/1/2014,1,1,0,0,1,83.3,5.45,4.2
King's Landing,1,0,0,1,1/24/2014,Friday,6,5,1,1/25/2014,0,1,0,0,0,0,5.2,4
Astapor,0,1,0,1,1/30/2014,Thursday,5,NaN,1,2/28/2014,0,1,0,0,0,100,18.09,5
Winterfell,0,0,1,1,1/3/2014,Friday,6,5,1.88,6/21/2014,1,1,0,25,1,0,2.61,4.8
Winterfell,0,0,1,3,1/10/2014,Friday,6,4.5,1.11,6/14/2014,1,0,1,12.5,1,87.5,4.86,4.7
Winterfell,0,0,1,2,1/25/2014,Saturday,7,5,1,1/25/2014,0,1,0,0,0,0,2.6,5
Astapor,0,1,0,5,1/24/2014,Friday,6,3.7,1.43,4/13/2014,0,1,0,40,0,60,1.72,4.7
Astapor,0,1,0,0,1/9/2014,Thursday,5,4,1,6/20/2014,1,1,0,0,0,100,2.8,5
Winterfell,0,0,1,0,1/25/2014,Saturday,7,NaN,1,3/15/2014,0,1,0,0,1,100,3.59,5
King's Landing,1,0,0,0,1/4/2014,Saturday,7,5,1.5,6/16/2014,1,1,0,50,0,0,4.15,5
Astapor,0,1,0,2,1/18/2014,Saturday,7,5,1.08,3/13/2014,0,1,0,33.3,0,100,1.43,5
Astapor,0,1,0,0,1/6/2014,Monday,2,4.5,1.25,6/12/2014,1,1,0,25,0,100,15,5
Astapor,0,1,0,1,1/15/2014,Wednesday,4,NaN,1.5,3/16/2014,0,0,1,50,0,0,2.85,5
Winterfell,0,0,1,0,1/12/2014,Sunday,1,5,1,3/29/2014,0,1,0,0,0,0,2.8,5
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,5,1.19,5/14/2014,0,0,1,22.2,0,100,1.28,4
Winterfell,0,0,1,3,1/5/2014,Sunday,1,5,1.19,6/5/2014,1,1,0,11.1,0,100,9.94,4.8
Winterfell,0,0,1,1,1/9/2014,Thursday,5,5,1.5,5/31/2014,0,1,0,50,0,50,4.95,3.8
King's Landing,1,0,0,1,1/10/2014,Friday,6,5,1,5/17/2014,0,1,0,0,0,66.7,5.12,5
Astapor,0,1,0,0,1/3/2014,Friday,6,5,1,4/24/2014,0,1,0,0,0,33.3,4.32,3.7
Winterfell,0,0,1,3,1/6/2014,Monday,2,5,1,6/2/2014,1,1,0,0,1,100,7.89,5
Winterfell,0,0,1,0,1/25/2014,Saturday,7,5,1,6/22/2014,1,1,0,0,0,50,7.81,5
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,4,1,1/22/2014,0,0,1,0,1,100,8.46,5
King's Landing,1,0,0,0,1/1/2014,Wednesday,4,5,1,6/29/2014,1,0,1,0,0,0,2.05,5
Astapor,0,1,0,1,1/14/2014,Tuesday,3,5,1,3/24/2014,0,1,0,0,0,100,3.13,5
Astapor,0,1,0,0,1/26/2014,Sunday,1,3.5,1,5/25/2014,0,1,0,0,0,46.7,3.76,4.9
Winterfell,0,0,1,2,1/16/2014,Thursday,5,4.6,1.02,5/18/2014,0,0,1,6.7,0,66.7,2.52,4.8
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,4.5,1,1/8/2014,0,0,1,0,1,100,1.91,4.5
Astapor,0,1,0,0,1/19/2014,Sunday,1,4.8,1,6/26/2014,1,1,0,0,1,71.4,3.66,4.9
King's Landing,1,0,0,8,1/27/2014,Monday,2,4.5,1.02,6/26/2014,1,1,0,5.5,0,89.1,2.16,4.7
Astapor,0,1,0,1,1/19/2014,Sunday,1,5,1,1/19/2014,0,0,1,0,0,0,2.11,5
Astapor,0,1,0,1,1/22/2014,Wednesday,4,4.9,1.25,5/20/2014,0,1,0,10,0,80,1.7,4.7
Winterfell,0,0,1,2,1/9/2014,Thursday,5,4.6,1,6/15/2014,1,0,1,0,1,92.3,1.99,4.9
Winterfell,0,0,1,2,1/11/2014,Saturday,7,4.7,1,6/23/2014,1,1,0,0,0,25,3.93,4
King's Landing,1,0,0,0,1/5/2014,Sunday,1,4,1,6/15/2014,1,0,1,0,0,0,9.97,5
Winterfell,0,0,1,0,1/18/2014,Saturday,7,5,1,6/21/2014,1,0,1,0,0,100,7.25,5
King's Landing,1,0,0,0,1/28/2014,Tuesday,3,4.9,1.13,6/27/2014,1,1,0,18.8,1,62.5,2.79,5
Astapor,0,1,0,0,1/9/2014,Thursday,5,5,1,4/14/2014,0,1,0,0,0,100,7.86,5
King's Landing,1,0,0,3,1/29/2014,Wednesday,4,4.7,1,2/8/2014,0,0,1,0,1,66.7,9.82,5
Astapor,0,1,0,1,1/19/2014,Sunday,1,NaN,1,2/8/2014,0,0,1,0,0,100,18.48,5
Winterfell,0,0,1,4,1/26/2014,Sunday,1,NaN,1,6/21/2014,1,0,1,0,0,50,2.32,4.9
Winterfell,0,0,1,1,1/26/2014,Sunday,1,NaN,1,2/8/2014,0,0,1,0,0,100,6.16,5
Winterfell,0,0,1,0,1/26/2014,Sunday,1,NaN,1,6/23/2014,1,0,1,0,0,100,6,5
Winterfell,0,0,1,3,1/30/2014,Thursday,5,4,1,2/2/2014,0,1,0,0,0,66.7,5.53,5
King's Landing,1,0,0,1,1/11/2014,Saturday,7,4,2,2/1/2014,0,1,0,100,0,100,1.8,5
Winterfell,0,0,1,0,1/12/2014,Sunday,1,5,1,5/21/2014,0,1,0,0,1,100,19.11,5
King's Landing,1,0,0,0,1/5/2014,Sunday,1,5,1.11,6/28/2014,1,1,0,11.1,1,88.9,2.21,5
Winterfell,0,0,1,0,1/10/2014,Friday,6,4,1,6/16/2014,1,1,0,0,0,33.3,7.64,5
Astapor,0,1,0,1,1/11/2014,Saturday,7,4,1,1/11/2014,0,1,0,0,1,0,2.27,5
King's Landing,1,0,0,4,1/20/2014,Monday,2,5,1,6/26/2014,1,0,1,0,1,72.7,5.41,4.9
Winterfell,0,0,1,0,1/18/2014,Saturday,7,5,1,5/28/2014,0,1,0,0,0,100,9.18,5
Winterfell,0,0,1,8,1/31/2014,Friday,6,4.3,1,6/28/2014,1,1,0,0,1,100,2.75,4.7
Astapor,0,1,0,1,1/25/2014,Saturday,7,2,1,6/27/2014,1,1,0,0,1,66.7,5.07,4.7
King's Landing,1,0,0,4,1/24/2014,Friday,6,4.9,1.11,6/29/2014,1,1,0,18.5,1,29.6,3.47,4.8
Winterfell,0,0,1,4,1/4/2014,Saturday,7,4.1,1.4,6/29/2014,1,1,0,29.2,1,45.8,2.37,4.7
Winterfell,0,0,1,1,1/24/2014,Friday,6,NaN,1,2/9/2014,0,1,0,0,1,0,4.73,5
Astapor,0,1,0,1,1/25/2014,Saturday,7,NaN,1,1/31/2014,0,0,1,0,1,100,9.93,5
Winterfell,0,0,1,0,1/10/2014,Friday,6,5,1.08,6/21/2014,1,1,0,16.7,0,50,6.95,4.8
Winterfell,0,0,1,0,1/16/2014,Thursday,5,4,1,6/1/2014,1,1,0,0,1,50,10.05,3.5
Winterfell,0,0,1,1,1/18/2014,Saturday,7,2.8,1.25,7/1/2014,1,1,0,14.3,0,42.9,6.69,5
Winterfell,0,0,1,0,1/4/2014,Saturday,7,NaN,2,3/16/2014,0,0,1,100,0,0,4.84,5
Winterfell,0,0,1,2,1/8/2014,Wednesday,4,4,1,1/9/2014,0,0,1,0,0,100,1.54,5
King's Landing,1,0,0,0,1/19/2014,Sunday,1,4,1,2/22/2014,0,1,0,0,0,100,0.74,5
Astapor,0,1,0,0,1/26/2014,Sunday,1,5,1,4/6/2014,0,0,1,0,1,0,2.76,5
Astapor,0,1,0,4,1/6/2014,Monday,2,5,1.03,5/17/2014,0,1,0,4.5,1,77.3,3.76,4.7
Winterfell,0,0,1,7,1/30/2014,Thursday,5,4.5,1.04,6/30/2014,1,0,1,6.1,0,63.6,4.02,4.6
Astapor,0,1,0,0,1/22/2014,Wednesday,4,NaN,1,3/22/2014,0,1,0,0,0,0,1.34,4
Astapor,0,1,0,0,1/22/2014,Wednesday,4,NaN,1,5/11/2014,0,0,1,0,0,0,1.19,4
Winterfell,0,0,1,2,1/22/2014,Wednesday,4,5,2,6/20/2014,1,0,1,50,1,100,2.25,5
King's Landing,1,0,0,12,1/12/2014,Sunday,1,5,1.12,6/20/2014,1,1,0,22.4,1,37.3,3.47,4.9
Astapor,0,1,0,2,1/17/2014,Friday,6,4.9,1.17,6/23/2014,1,1,0,22.2,0,66.7,8.62,4.8
King's Landing,1,0,0,1,1/1/2014,Wednesday,4,NaN,1,6/17/2014,1,0,1,0,1,100,4.62,5
King's Landing,1,0,0,0,1/14/2014,Tuesday,3,NaN,1,6/23/2014,1,1,0,0,1,100,6.61,5
Winterfell,0,0,1,1,1/9/2014,Thursday,5,NaN,1,1/13/2014,0,0,1,0,0,0,4.78,5
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,NaN,1,1/7/2014,0,1,0,0,1,100,9.39,5
King's Landing,1,0,0,1,1/8/2014,Wednesday,4,5,1,2/19/2014,0,1,0,0,0,100,33.52,5
Winterfell,0,0,1,4,1/11/2014,Saturday,7,4.8,1,6/16/2014,1,1,0,0,1,50,1.84,4.7
Winterfell,0,0,1,2,1/13/2014,Monday,2,4.7,1,6/9/2014,1,1,0,0,0,83.3,11.7,5
King's Landing,1,0,0,1,1/25/2014,Saturday,7,4.9,1.11,6/29/2014,1,1,0,16.7,0,47.2,2.89,4.7
Winterfell,0,0,1,1,1/9/2014,Thursday,5,NaN,1,1/13/2014,0,1,0,0,0,0,1.58,NaN
Winterfell,0,0,1,1,1/26/2014,Sunday,1,NaN,1,1/26/2014,0,0,1,0,0,0,7.71,5
Astapor,0,1,0,1,1/8/2014,Wednesday,4,5,1,1/9/2014,0,0,1,0,1,100,4.16,5
King's Landing,1,0,0,1,1/12/2014,Sunday,1,5,1,1/13/2014,0,1,0,0,1,0,1.78,5
Winterfell,0,0,1,1,1/10/2014,Friday,6,5,2.5,1/11/2014,0,0,1,100,1,100,1.09,5
Winterfell,0,0,1,0,1/8/2014,Wednesday,4,4.5,1,4/25/2014,0,0,1,0,1,100,3.39,5
Winterfell,0,0,1,1,1/26/2014,Sunday,1,NaN,1,1/26/2014,0,1,0,0,0,0,14.05,5
Winterfell,0,0,1,1,1/16/2014,Thursday,5,3.5,1,3/1/2014,0,0,1,0,1,100,3.39,5
Winterfell,0,0,1,0,1/27/2014,Monday,2,NaN,1,5/23/2014,0,1,0,0,0,100,2.15,5
Winterfell,0,0,1,1,1/27/2014,Monday,2,NaN,1,1/27/2014,0,1,0,0,0,100,15.67,5
King's Landing,1,0,0,2,1/10/2014,Friday,6,5,1.75,6/29/2014,1,1,0,100,1,0,0,5
Astapor,0,1,0,2,1/24/2014,Friday,6,4,1,2/15/2014,0,1,0,0,1,100,2.05,5
King's Landing,1,0,0,0,1/19/2014,Sunday,1,3.5,1.09,6/29/2014,1,1,0,9.1,1,63.6,4.17,4.7
King's Landing,1,0,0,9,1/24/2014,Friday,6,4.6,1.07,5/1/2014,0,1,0,5.9,0,72.5,2.47,4.7
Winterfell,0,0,1,0,1/27/2014,Monday,2,5,1,5/18/2014,0,1,0,0,0,0,15.94,5
Winterfell,0,0,1,2,1/3/2014,Friday,6,5,1,5/24/2014,0,1,0,0,0,66.7,8.05,3.7
King's Landing,1,0,0,2,1/29/2014,Wednesday,4,5,1,6/9/2014,1,1,0,0,1,57.1,1.11,4.4
Winterfell,0,0,1,14,1/30/2014,Thursday,5,4,1,6/26/2014,1,0,1,1.3,0,71.1,8.1,4.5
King's Landing,1,0,0,0,1/7/2014,Tuesday,3,NaN,1,6/23/2014,1,1,0,0,1,100,1.17,5
Winterfell,0,0,1,0,1/8/2014,Wednesday,4,5,1,6/23/2014,1,1,0,0,0,0,17.21,5
Winterfell,0,0,1,2,1/15/2014,Wednesday,4,4.6,1.2,6/27/2014,1,1,0,13.3,0,93.3,4.1,4.9
Winterfell,0,0,1,3,1/22/2014,Wednesday,4,5,1,2/3/2014,0,1,0,0,0,66.7,4.08,4.7
Astapor,0,1,0,6,1/28/2014,Tuesday,3,4.5,1,1/31/2014,0,1,0,0,0,100,2.92,4.7
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,5,1,3/12/2014,0,1,0,0,1,100,4.86,5
Winterfell,0,0,1,4,1/24/2014,Friday,6,4.8,1.15,6/29/2014,1,1,0,23.1,0,46.2,6.02,5
Astapor,0,1,0,0,1/11/2014,Saturday,7,4.9,1.02,3/26/2014,0,0,1,10,1,100,5.18,4.8
Astapor,0,1,0,1,1/2/2014,Thursday,5,5,1.25,1/3/2014,0,1,0,100,0,100,1.56,5
Astapor,0,1,0,2,1/31/2014,Friday,6,5,1.13,2/1/2014,0,1,0,50,0,50,7.06,5
Winterfell,0,0,1,1,1/6/2014,Monday,2,4,1,1/21/2014,0,1,0,0,0,100,1.22,1
Winterfell,0,0,1,1,1/29/2014,Wednesday,4,3.8,1,5/28/2014,0,1,0,0,0,100,2.82,4.9
